turn,text
11,"van buiten wel , maer niet van binnen dat gy het weten . het wintert fel , wanneer een wolf de andren eten : zoo gaan in 't leger toe . believen het u te hooren , al het geen ick hebben gehoort met dees mijn eigen oor , en met mijn ooog zelf zien noch deze dagh ?"
12,"eerwaerde vader , spreeck , ick luisteren naer het verslagh ."
13,"na dat ick d'oversten een wijl hebben hoor mompelen Van Amsterdam , al stil , by duister t'overrompelen , Rees tusschen Diederick en Egmont een krackeel , dat uitborst veel en veel : een yeder trock een deel van het krijgsvolck op zijn zy , en zoeken het stuck te stijven , en naer zijn eigen hooft de aenslagh door te drijven . veel hoplién yveren te slissen het geschil . maer Diedriek , harden van hooft , die nimmer luistren willen Naer reden , noch bescheit , en het veld behouden met krîjten , Wert trots , overmits de lang klaes van kyt , de sparrewouwer reus , zoo onbeschoft als groot , in alles wat hy drijven hem hulp en bystant boden , en Egmont met zijn klock en grof stem vervaerde , hem drijven met eene vuist , dat hy een wijl te aerde in zwijm lagh en voor doot . die moetwil en die hoon , Den veltheer aengedaen , gaan veelen aen hun kroon , en zonder het ontzagh de reus , fel gebeeten , men hebben elckanderen terstont in het hair zitten , en onder een banier wraeckgierigh aengerant . men raezen een heele weeck . de twist , het misverstant , en misvertrouwen wies . daer sporrelen de zin . men vrezen min de stadt , en veel verraet van binnen ; tot dat al d'overste verzaemelen heel stil in 't klooster , deze dagh , tot slechting van 't geschil : doch al vergeefs : men zijn veel eer gezinnen te vechten , en deze onesfenheit met degen te beslechten , dan recklijck , en bedaert , te luistren naer verdragh . ick tradt'er in de hoop , gelijck ick zomwijl plagh , en sprack hen toe , en broght aldus hen aen het bedaeren : Manhafte hopliên , Godt willen 't leger lang spaeren , in onderling pais , het eenigh dat'er magh uw vyant , wie het oock zy , gedijen tot ontzagh . de tweedracht zijn een pest , die al staet te schroomen . gedenckt dat u de stadt , die het riecken , op 't lijf zullen komen . wat middel zijn ' er , om de Aemstel het hoven te bien , nu elck , wantrouwigh , d'een naer d'ander om moeten zien ? Gy zijn , eer het iemant gist , slaan of vangen . wanneer de herder dwaelen , wat pden , wat recht gang , kunnen d'arm kudde gaen ? dus maeckt een kort besluit . Verdraeght het scheel , of schort de krijgh , en scheit'er uit , en keren van waer gy quaemen : waer toe veel werx beginnen ? berockent zoo veel spel , als het niet worden afgesponnen ? ick mercken dat mijn raet niet weinigh hier vermoght . men nemen mijn woord in . zy kreegen achterdocht , en zorge voor gevaer van uw steuren wal , en dat de burgery en lantzaet uit moght vallen . daer lopen een klein gerucht , gy waert al op de been . de dootschrick quam'er in . men rucken het heir by een . men brack al heimlijck op , en zonder eenigh teken van horen en trompet , of hut in brant te steecken ."
14,"Gy hebben de stadt , en my geen ' klein dienst gedaen ; een deught die nimmer zullen uit mijn gedacht gaen . Gedenck my in het gebedden voor uw altaer te goed ."
15,de lief Jesus neeme u eeuwigh in zijn hoede .
16,"heer broeder , zijn gerust , en luit van vreugen de klocken ."
17,waer zijn het heir ? hoe verr ' waert gy het nagetrocken ?
18,omtrent een booghscheut weeghs aen geen zy Slooterdijck .
19,hoe gingh het u op de toght .?
20,"Zy stoven al gelijck voor uit , als voor de wolf een kudde onnoosle schaap . mijn volck hoeven op die toght geweer noch eenigh wapen , en keren met rijcken buiten . de kermer scheenen stom : want hoe men 't vechten zoeken , zy zien niet eens om , en reckten vast hun padt , van dootsch schrick bezeten ."
21,"noit kraeien haen , als hem de kam zijn afbijten . noit bassen een dogh , maer druipen heel stil , als hy het verliezen , met ingetrocken staert , en hangen oor , door . wat vogel brengtge dus geknevelen , en gevleugelen ?"
22,"het zijn een uit de vlucht van 't vluchtig geveugelt , gegrepen buiten dijx , daer stack hy in het slick . hoe beven hy ! het aengezicht zien doots en bleeck van schrick . Hy zijn gesleipt , gesleuren , en hebben veel smaets geleden ."
23,"een woedend gemeente en staet in recht noch reden , Wenze iemant over magh . men brengh hem hier voor my . wie zijn gy ? uit wat lant ?"
24,"heer Gijsbrecht , strafme vry . ick zijn van zijn vyants volck , en waerdigh om te sterven . 'k hebben meê zoeken uw stadt en burger te verderven , en duizentmael verdienen een schandelijcke doot . ick geef my in uw hant , persen door hooog noot . mijn ramp willen kennemer en Waterlant behaegen : maer ik zullen de doot van u met minder smeren verdraegen dan van mijn eigen volck , dat zich ondanckbaer tonen , en mijn ' getrouw dienst zoo onrechtvaerdigh lonen ."
25,wat zijtge voor een gast ? of in wat lant geboren ?
26,"ick zijn een Goyers kinen , vervallen in Godts tooren , Te Laren opgevoeden . ik ontliep mijn oudren vroegh . mijn vader vielme harden , want ickme paslijck droegh . 'k hebben al mijn leven langh gevolleght vreemd heeren . en buiten moeten het geen ick t'huis niet woude leeren . de bitter armoe hebben mijn herssene wetten . 'k hebben menigh stuck verziert , en 't lijf daer na opzetten , om door een braeve daet of aenslagh op te raecken , en door een anders scha eens mijn fortuin te maecken ! maer altijt heeftze my de rugge toegewent ; doch noit zoo dwer als lessen . godts schickinge , ick beek het zijn stercker dan de mensch , of zijn geboortestarre : en of ons brein iet bouwen , zy stoten het al om ver , en gaet een andren gangk . met wat een listigheit , met wat een ' rijpen raet zijn d'aenslagh aengeleit , om te vermeesteren uw lang bestormen muuren . Zoo Vosmeer naar zijn ' zin dat schip hebben mogen stuuren , Gelijck het by hem lagh , zy hebben , het zijn waar , gewinnen in een uur door list , dat in een jaer door uiterlijck gewellen noch storm wert veroveren . het schijnen dat d'overste verblint zijn en betoveren ."
27,staan op en heel my niets van alles wat gy weten .
28,"nu zijn ick immers vry van Hollants dier eden , en Egmont kunnen my hier niet heeten of verbieden . Hy dreigtme met de doden , en perstme hier te vlieden . mijn aenslagh zijn misluckt , en ydel en onnut . Heer Gyzelbrecht , gena . ick geef my in uw schut . Gy kuntme , wiltg slechts , een vrient en vader strecken , Naerdien ick u het verraet volkomen willen ontdecken , en hoe het scheren lagh , in zijn krijghs geheim raet , tot ondergang van u , en uw heelen staet ."
29,"ontbint de knecht , zoo magh hy onverhinderen spreecken ."
30,"de hopliên wenschen dick het leger op te breecken , Naerdien met storm op storm , en endeloos gevecht , het heele ronde jaer , niet veel zijn uitgerecht dan moeite en volck gespillen , en tijt onnut verslijten : het welck zoo menighmael de veltheer wert verwijten ; een smaet die lastigh vallen : en hiel hem niet verplichten zijn eer en eden , hy hebben zijn ancker langh lichten : en och , of het waer gebeuren een goed wijl te voren , My waer dit ongeluck noch onheil niet bescheren : want het zijn een maent geleên , dat ick hem heimlijck rieden te maecken op mijn woort , een ende van 't verdriet : en zoo hy zijn gezint een luttel volx te waegen , Ick willen hem in de stadt op bey mijn hand draegen , en stappen zelf voor aen , en maecken hun het spoor , Ick openen mijn wit , en sloegh het middel voor . 'k hebben zomwijl door de graft , by duisternacht , zwemmen , en al de wachten bespiet , en 't groot rondeel beklimmen , dat aen de hoeck van het y uw stercke stadt bewaert . hier liggen blijde in , en ander krijghsgevaert . ik nemen aen , en het kosten geschien , door muur en al te booren recht waterpas , zoo stil , dat niemant my zullen hooren . wanneer nu door de breuck een krijgsman heenen moght , zullen het braefste puick , hier toe gelot en uitzoeken , de graft , daerze ondiepst zijn , met rijs op kersnacht dammen , en kruipen in het rondeel , om d'eerste poort te rammen , als d'afgewaeckte wachten gevelen lagh en vermoort . het heir dan over dam , en door rammen poort , Aen het nederhouwen , wat op straet zich openbaerde , terwijl de burgery kappel en kerck bewaerde : en het zijn te nacht de tijt , en vraeghtg naer bewijs ? Gy zien , hoe daer een schip , het zeepaert leght vol rijs , het welck men door de vlucht verzuimen hebben en vergeten . wat werdt'er niet al tijts met kibbelen verslijten . de hoofd laegen vast elendigh overhoop . men schuiven de schult op my . ik hebben menslevleesch goet kopen : noch weten niet wat ick dreef : zy zullen het niet gehengen , dat ick het volck zoo licht zullen op de vleeschbanck brengen , en jagen in hun doot . dus gaan het aen d'eene zy : aen d'andre stemdemen eendrachtelijck met my : tewijl verlopen de kans , en d'aenslagh blijven vast steecken . toen zochten'er een deel hun leet aen my te wreecken . daer quaam , zonder slot , veel klacht t ' mijn last . ick zijn een toveraer , en daer op raeckte ick vast , en most , door pijn persen , al het opgedichte melden . men doemen my te doden , en heden zullen het my gelden : maer gistren avont brack een vrient mijn boei los . ick vlughte langs de dijck , gelijck een hollen rossen . doch hielt'er niet , uit angst van 't leven te verliezen . ick sloegh te zijde af , en schoot'er in de biezen , en stack in diep moerasch al de verleden nacht . Zy trocken my verby . ick hielme stil , en zagh het ; tot dat uw burger quam de kermer nagevlogen . ick roepen om hulp , en wert uit diep moerasch getogen : want anders zijn ick daer blijven en gesmoort . doch zoo ick sterven moeten ; ik willen liever voor uw poort , Aen wie ick het hebben verdienen , dit lastigh leven laeten , dan by mijn eigen volck , die my met onrecht haeten ."
31,"gaan heene , ick schenck u 't lijf : het zijn geen straffens tijt , Wy zijn van ons hals de grooten vyant quijten . ik ontfang u in mijn ' dienst , en zullen u wel betaelen . gaan helpen terstont het rijs en het zeepaert binnen haelen . de kou beginnen , en zijn noch verr ' van haer vertreck . in het wachthuis en op 't slot zijn hout en brant gebreck : men maghze strax verzien , en barnen het rijs tot asschen , Zoo kunnen zy hier meê de vest niet verasschen , Ick horen de Goyer doen de waerheit niet te kort , want zijn vertelling stemmen met vader Willebord ."
32,"nu stellen het puick van zoet keelen , om daer gezang op te speelen , tot lof van Godt , die op zijn ' troon zitten zijn , zoo hoogh en heerlijck , Van waer hy zien kunnen , hoe begeerlijck het sparen stack naer Aemstels kroon ; hoe wraeck met zwaerden en met speeren de torenkroon van het hoven willen scheeren Der schoone en wijd vermaerde stadt , en rucken door gewellen van bende Der vest gordel van haar lende , een plondren haer kleinoot en schat ; en schenden d'edel en getrouw , Gelijck de schender Velzens vrouwe , wel ruim zoo waerdigh als Heleen , Den brant van een herboren Troje , en krijgh , die 't overschot verstroie , na dat men jaeren hebben gestreên . waer zijn de reus met al zijn stof , die gysbreght stadt te neêr willen ploffen , en om haer ' muur zijn arm slaen ? wat ydle schrick hebben hem slaan ? wat ydle vreeze magh hen jaegen , die nu met schande strijcken gaen ? het zijn tijt de kercken te stoffeeren , te danssen , en te bancketteren , en met een ' uitlaten geest dees blyschap aen de vreught te huwen , die vrolijcke englen ons vernuwen met gezang , op Godts geboortefeest . treck in , ô Aemstel , treck nu binnen , die zonder slagh kunnen overwinnen . treck in , ô braaf burgery , die u zoo moedigh hebben gequeten , geen eeuw en zullen uw eer vergeten , de hemel staan u eeuwigh by . het twee bedryf ."
33,"WY zijn by 't klooster weêr , daer Willebord in vreê met al de broeder wonen , en storten zijn avontbeê . het zullen noodigh zijn dat wy de hopliên openbaeren het geen op hand zijn ."
34,"het zijn tijden , zy weten garen wat heimlijck by ons broeien : verlossen hen van de pijn ."
35,"manhafte hopliên , horen : wy hebben , onder schijn van onderling krackeel , een ' aenslagh voornemen , om goed tot ons wit op eenen sprong te komen . men hebben daer op het heir van daegh te rugh gevoert : maer dat en zijn het niet , waer op de veltheer loeren , noch het geen men onder 't volk veel dag horen mompelen , ons wit zijn deze nacht de vyant t'overrompelen , nu hy zich veiligh achten , en buiten krijghsgevaer . voor het opgaen van de maen [ het duncke niemant zwaer ] zullen 't leger meester zijn van poort en van veste . wat is'er dan voor u een rijcke buit te goed ! hoe zultg wei gaen op 't slot , en in de stadt ! Zoo yemant streven naer eer ; ick toon hem 't recht padt , de heirbaen van de deught , om moedigh op te steigeren . Zy offeren u de prijs , het en zy het uw hand weigeren . wie rustigh zijn die spreecke , en houden de wapen reê . wie zich flaeuwhartigh vint , dat die te rugge treê . ick hebben my op dit stuck met weinig beraeden , en het zeepaert , dat eerst lagh aen het Y , met rijs doen laden , op dat'er de soldaet gerust in schuilen moght . de sparewouwer reus , met yver aenzoeken , gaan met de bloem de volx en het puick van al de grooten te nacht grootmoedigh scheep , op 't noemen van de loot : mijn broeder Wouter zelf , Vianen , met de zorgh en hope van zijn huis : Abkou , en Ryzenborgh , Put , Grobber , Kuilenburgh , met Arckel , Borsslen , Vooren , en het graef zoonen beide : en 't schip , na dat wy hoor uit ons ' doortrapten spie , zijn al in stadt gehaelen , door Vossemeers beleien : zoo dat'er niets en faelen dan nu te nacht , zoo ras zy poort en sloot breecken , en Zwaenenburregh vieren , te letten op dat rekenen , en voort met al maght te volgen op het licht Des schrickelijcken brant , van Vosmeers torts stichten ."
36,"de veltheer geven slechts last , aen ons zullen niet gebrek ."
37,waer zullen men best een deel van het oorloghsvolk versteecken .
38,"het katuizer klooster zijn ons het reedst , het leght hier by ."
39,"dat volck zijn lief verschoont , en van inlegring vry ."
40,het zijn voor een kort wijl .
41,een godtshuis zoo t'ontwyen ? ick hebben het lang verschoont .
42,"Laet my daer meê betyen . Gy hopliên , voeren terwijl de voortoght herwaert aen : wanneer gy komen dan zullen het klooster open staen , of het moeten my aen de macht , dat zweren ick hen , ontbreecken ."
43,"ick gae terwijl naer stadt , om Vosmeer noch te spreecken , die te gezet tijt komen zwemmen door de boom . versteur de broeder niet , maer houden u wat in toom , en roepen niet luit , men mogen uw stem te ver hoor ."
44,een krijghsman laet zich van geen paep ringelooren .
45,WIe klopt'er ?
46,"doen vry op , en vrezen niet : het zijn u vrient ."
47,"het zijn avont , en een tijt dat ons geen vrientschap dienen : koom morgen vragen by daegh ."
48,"wat zullen ons hier gebeuren ? ik Zegh anderwerf , doen op ."
49,men openen hier geen deur Zoo spaede : gaan uw ' gang : koom morgen tijdigh weêr .
50,"ick zegh voor 't lessen , doen op , en doen gy het niet , ick zweren ."
51,"wie zijtg , die dus raest , als willen en uitgelaeten ? Wy docht lang niet om ruiter noch soldaat . Heer maerschalck , wel hoe dus ? wat jaeght u hier zoo spa ? men sloegh u het heiligh kruis , toen 't leger optrock , na . 'k geloven niet dat gy ons al weder zoecken te quellen . en koomtge dus alleen ? waer zijn uw rotgezel ?"
52,ick koom alleen . waer zijn uw meester Willebord ?
53,"te kercke , daer hy vast , en zijn gebed stort ."
54,"gaan roepen hem , want ick moeten die goeden vader spreecken ."
55,"O Jesus , staan ons by , dit zijn een mislijck tekenen . ick hebben gebelen . hy komen ."
56,"gaan roepen de vader , flux ."
57,"soldaat brengen ons heel zelden veel gelux . Wy zienze noo van voor , en allerliefst van achter ."
58,"wie eenen hopman huist , die hebben een trouwen wachter , en ridderlijck beschut , en hoeven geen poort noch slot ."
59,"de goed wachter zijn de stercke en groote Godt , die nimmermeer en slaept , en luisteren naer ons zuchten . wy bidden staegh om pais , en haeten krijgsgerucht , en hoor met verdriet het kraeien van die haen . In oorlogh houden eerst abdy en klooster aen ."
60,Gy zitten hier in het belegh voor al moetwil veiligh .
61,"Wy weten het Egmont danck , en houden hem voor heiligh . daer zijn de vader zelf , zoo bleeck en afgevast ."
62,"Heer maerschalck , wel , wat nu ?"
63,ick koom by u te gast .
64,"Gy zijn my wellekom , al komen gy ongebeden . ik verwachte u t'avont niet , en luisteren naer de reden dat gy dus schichtigh keren : daer zijn wat veel aen vast ."
65,"ik verzoeck alleen op u , en dat door Egmonts last , of ick wat krijgsvolck magh te nacht in 't klooster leggen . het zijn een krijgsmans beê , gy mooghtze niet ontzeggen ."
66,'k geloven gy deunt met my .
67,"het zijn errenst , en geen spel . en Egmonts eigen last : hy gafme dit bevel ."
68,"hoe zullen men dit verstaen ? hebben Egmont dat bevelen ? Hy stack noit Godtshuis aen , noch zoeken zich by de kool te warmen van dat vier . het zijn enckel misverstant . Gy zijn my wellekom , mijn heer , daer zijn mijn hant . 'k zullen u en uwen stoet gewilligh innelaten Maer het Godtshuis op te doen baldaedigen soldaeten of ruitren , ik ly niet : ik vermagh het met geen gemoedt . het klooster zijn Godts erf , en Jesus eigen goet . wie klooster raecken , die raeckt de appel van Godts oogen . Heer oversté , geloof , het zijn buiten ons vermogen ."
69,"het zijn om een uur of twee te doen , te hooghs dry . ick blijven u borghr en houden uw kerck en klooster vry Van overlast en scha , en zullen de boosheit straffen ."
70,"met krijghsmans borreghtoght en hebben ick niet te schaffen . al waer 't de veltheer zelf , ick zey het hem in 't gezicht : dit zijn een overout en vorstelijck stichten , Verzorght in vrede en krijgh met zegelen en brief , dat wie het quetst , gedencke een vorst de rijx te grieven , die zeght : hy raeckt mijn kroon wie het Godshuis yet misdoet . Sint Andries zijn het gewijt : het passen geen ' krijgsmans voet . het Zy verr ' dat diedrick nu zijn Katuizers vyant werde . twee Alexanders zelfs , de vier en oock de drie , Gelijck de twee Urbaen , bevestighden dit slagh Van Godtsdienst , daar men Bruin wel d'eer van geven magh . ja op dat geen gerucht zullen steuren ons gemoeden , Magh niemannen deze plaets , beneden honderen roede , Betimmeren , veel min bezwaeren met de last , die d'oorlogh naer zich sleippen , of eenigh oorloghsgast . Wy staen op keizerlijcke en pauzelijcke wet ."
71,de wet zwijgen stil voor wapen en trompet . de noot breecken wet : gy mooght op geene wet staen .
72,ontwijtg dan 't wijden ?
73,"als David hebben gedaen , toen hy voor het zwaert van Saul te Nobe quam gevloden , en zijn honger boete aen priesterlijcke brooden , dat niemant oien vermoght , het en waer het gezalfde hoven ."
