turn,text
11,"spijtijg tijding sal dit voor Achilles wesen . de wont innen t ' hoog hert zijn so niet te genesen . die nummer t ' winnen socht dan ridderlijck , soud ' hij sijn lusten soecken te boeten door verraderij ? ick weten wel , dees smaet van Hector sal hem quellen . ick sal hem niettemin het gansch stuck vertellen . 1 . handeling . 3 . wtcoom"
12,"Automedon , wat nieus ? brengen ghij ons goet geluck ? wat antwoort Hector ? hoe ? vertellen mij t ' gans stuck !"
13,"Hector , een oorsaeck veel van alder griecken schaden , willen , dat ghijt leeger off de Princen sout verraden : hun levren t ' gans heijr , en helpent moorden fel , Off senden met u hant d ' atrijd nae de hel . en doen ghij geen van beij , en slaan sijn eijsch geen achten , ghij sullen Polyxena tot uw loon verwerven . dan , doen ghij geen van beij , en slaan sijn eijsch geen achten , So set sijn suster vrij ( seyt hij ) wen u denken ."
14,"hoe nu verwaen prins ? de moedichts van de greecken durfft ghij die van verraet ( ô sot hovaert ) aanspreecken ? verwaentheyt ongegront schaet niemant dan haer heer . mijn ongemeten hert , dat niet en acht dan eer , Soud ' die stellen te neer , en laten sich verwinnen Van Venus blind kinden , en t ' onversichtich min ? in geen manier , al most ick derven schoon mijn vrow ! voor wellust gaet mijn eer , mijn eer hangen aen mijn trow . dees hant ( ick sweert de goôn ) sal u te hellen stueren , dees hant ( ick sweert de goôn ) vernielen sal u mueren , dees hant ( ick sweert de goôn ) sal binnen corten tijt Gevancklijck leijden t ' panden , daer ghij dus trots mee sijt . sijt ghij van godlijck saet , gelijck men gaet versieren , die min dan menschlijck sijt , en veel gelijct de dier , Van laech gemoeden , niet waert noch datment acht off eren ? hoement veel heusheyt doen , hoe dat het veel begeren . een edel hooch gemoeden veel dan gemeensch sinnen Laetet hem nummermeer in heusheyt overwinnen . o vreemd brant de mins ! so lichtlijck men wel spreect van u te bluschen wen , gelijcmen u onsteect , Maer swaer ist inder daet u wen het hert te scheijen . en t ' swaerste dat ghij hebben in u ist lang verbeijen . o , die met u gesicht beschaemen de Sonne claer , Elck wr t ' sint ick u sach dunct mij wel duijsent iaer . ô Venus ! geven mij raet in mijn verward sinnen . verschoont indien ick sot laster de wijse min ! jivoor aengesicht , soo ghoddelijck geteelt , Jae schoonder als het schoonst , dat schoonheijt sich voorbeelt , alleen van godts geslacht , cieraet van onse tij , Cupidoos hoochste roem , al Venus hoverdie ! Achilles , wel , hoe nu ? ist dit dat u betaempen ? ghij droecht een vrouw cleet , als ghij te oorloch quaempen , door uw moeder vrezen , dat ghij alhier zullen blijven . nu gh'lijckt ghij niet innen cleet , maar innen gemoeden de wijf . tot noch toe hebdij dan innen oorloch cloeck werken en menich strijtbaer hellen gewapent omgebrocht , Ontallick volck gedoot , en nae de crijchs manier de hel van borger , en van spijs versien de dier . tot noch toe hebdij dan veel nae t ' verhart gevecht dan enich capiteijn winteeckens opgerecht . tot noch toe dan u naem verseekeren voor het sterven om met een sotternij dat alles te bederven ? d ' Onsterfflijckheyt ws naems , daer ghij so veel om leet , met moeijt en arbeijt street , bestuiven en besweet ! hoe sijdij dus verkeren ? al t ' beestelijck leijt boven en het godlijck van u aert verwonnen en verschuiven . Achilles naem , daer elck met sulck ontsich van sprect , Sal die nu worden met verraderij bevlect ? ick sweert : in geen manier , maer sal gaen openbaren hector verwaentheijt sot , en 't gans stuck verclaren Aen Atreus neef beij , diet aldermeest gaet aen . Soo vallen de trots stadt , en blijven mijn eere staen . 1 . Handelingh . 4e wtkomen"
15,"choor 1 . O wonderlijcke strijt in ieuchdelijcke sinnen , Moeijlijck eergiericheijt , en sachte brant van min ! wie van u beijden hier de groot sijn van cracht , besluiten noijt sterfflijck mensch wel vast in sijn denken . 2 . seer dickmaels winden de min , en dicmael , ist niet wonder , brengen d ' eerst verwonnen eer weer sijn verwinner t ' onder . de eer beloven een lusten , daer niemanden aff en grijst , en t ' geen de minnaer lieven , alleen de minnaer prijzen . 3 . dat al de werrelt prijzen , can niet veel waerdich wesen . veel dunct mijn t ' geen dat een off twee prijzen waert gepresen . ghewoont bedriechter veel , en ander redens schijn . d ' oprecht oordelaers te werrelen selsaem sijn . 4 . de Princen groots , waer in de volcken haer vertrouwen , waer aen de werrelt hangen , altsaem aan d ' eer haer houwen , en achten die veel veel dan al haer rijck en staet . maer welcke Prins zijn noijt Cupidoos ondersaet ? 5 . gheluckich zijn hij dan , diet hem niet laet verdrieten te strijden voor sijn eer , en lijckwel mach genieten de gave van de Min. Maer sijn geluck zijn quaet , Diet nodich zijn dat hijt een om t ' ander laet . 1 . handelinge . 5e. wtcoom"
16,"dattet Autumedon te kennen geven , wel goet zijn , hoe wel dat Thetis soon eerlijck en hooch van moeten zijn . want wie weten niet , wat dick de min doen bestaen ."
17,"maecken niettemin geensin hier van bij hem vermaen , want twijfel van sijn trouw grootlijxs de prins sou quellen ."
18,"daer sijn de broeder baij , ick gaet haer nu vertellen . geluck ion u jupijn en een lang leven tijt , ghij , die vant griexse heijr veltheer kiezen sijt . de vreemd hoverdij en smadelijck begeeren , dat Hector op mij doen , die doen mij tot u keeren ."
19,"wat sotternij ist nu , daer in ons vijant dwaelen ?"
20,"de cracht van Venus kinden onnodich zijn verhaelt , die hij gaet al daechs in volck en Princen tonen : hoe weijnich hij de goôn de hemels gaet verschonen , hoe cleijn ontsich hij voor sijn eijgen moeder hebben . Der ghoden Coning selfs , voor wien het aartrijck beven , doorschiet hij , en gaet hem daer in niet veel beswaren , Off maiestaijts quetsuer gans geen misdaet en waar . gheen wonder isset dan , soo de Peruicque blont , t ' welriekent haar , getoijt met een wtheemsen vont , Daer bij Polyxenaes snee wit en teder hand , Achilles sin en hert leyden in vast band , Ghelijck gh ' altsaeem weten , want wijzen mij doch de man , Diet t ' heten verteeren vier bequaem verbergen can . door last van dees min , van wien ick zijn binden , hebben ick Autumedon tot aen de stat gesonden met al eerbiedicheyt , en huesheyt onverdient , Ghelijck een Prins beleven soud ' senden aen sijn vrient , om Hector wen mijn naem nae dees maecht te vragen . Den welcken soo hij sant , ick loven troijas plagen te weren van haer muer , en endigen de twist , Daer negen iare in alreede sijn verquist . maer wat doen Hector ? hij , in plaets van te bekennen de weldaet dieck hem doen , gaet mij de antwoort sennen ( Ick raes , ô groot schant ! ): Achilles moeten verstaen , dat hij de Princen , en sijn crijsluij sou verraen !"
21,"Grootmoedich Coning , hoe ? zijn Hector niet gesworen ons vijanden totter dootç gaet ghij u daer aen storen ? tracht nae een wreede wraeck ; troost daer me t hooch gemoet ; wij sien , hoop ick , wel haest de stat onder de voet . Laet Hector dan alleen sijn suster u onthouwen ."
22,"Polyxena met al d ' ander troijaens vrouw Sal binnen corten tijt wel vallen in ons hant . waer toe het smeecken dan , ven ruijm slecht met schant ? Laet u een weynich tijts veel liever niet verdrieten dan t ' geen ghij muecht met eer , met schande te genieten . [ 2e. Handelinge ] 2e. Handelinge 1 . wtcoom"
23,"siet Jovis dochter daer , haer schoonheijts glant hoovaerdich ! zijn oock dat aenschijn geen tien iarich oorloch waerdich ? Aeneas , wat dunct u , gelijcts u moeder niet ?"
24,"ick vinden ' seer wel besteten de commer en t ' verdriet van dit ellendich rijck , so dickwils ick aenschouw het godlijck claer aenschijn van Paris edel vrouw ."
25,"mijn vrou en suster , die de griexse prince kennen , Ick bidden ' u , seyt ons wie dat sij , die daer ontrent Achilles met sijn pluijm so moedich compt treden , dat het vast aertrijck druent onder sijn trots schred ."
26,"dat dees voor Troyen quam , grootmoedich prins , beclaecht ! de wacker Aiax ist , daer nae mijn broeder vraecht , de jonck van de twee ; die daer met hem schijnen twistich , Dats Diomedes , cloeck in slach en aenslach listich . Dats d ' ander aiax , met de helm , van schoon gestallen ."
27,"mijn vrou en dochter , soot u niet te lastich vallen , noempt d ' ander Princen me , ist Menelaus desen , die man voor man vermaent , gelijckt schijnen aen sijn wesen ?"
28,"mijn Heer , mijn vader , laes ! gekent hebben ghij hem wel t ' Sint hij hier als gesant zijn met sijn meegesel . tis Menelaus , iaet , en die hem bij de cleeën trect , dats Ulysses selffs , die so veel moeijten den , Veijnsden sich selven sot , ploechde de dor strant , op dat men hem met vree soud ' laten in sijn lant , om sijn Penelope t ' aenbidden en te vieren , hoe wel de vrou en zijn maer van gemeen manier . dats Patroclus , die daer van vers Achilles groeten . dan siet , heer vader , wat daer Agamemnon doen ."
29,"strijtbaar man , die wt griecken sijt gevaar om met u daad cloeck de werrelt te verclaren , dat niemant trotste u met schaed ' oijt off met schand ' en ongewroocken bleeff van u verwinner hant . altsamen weten ghij , hoe dat Paris zijn gecomen tot Lacedemon , die mijn broeder hebben nemen Beleefd'lijck in sijn huijs , tot welxs vergelding dat de valschen gast hem stal sijn huijsvrou en sijn schat . daar t ' recht zijn sijn de goôn , het recht zijn op ons sijde . met dit betrouwen vast gaet ghij altsaem te strijd . al hebben wij te slaen een yder tegen tien en t ' recht zijn op ons sij , men mostse niet ontsien . nu comen wij te vellen , niet tegen vers cracht . tien man tegen een hebdij niet te verwachten . gheen nieuw vijandt ist , off daer ghij noijt me sloecht . het zijn het selve volck , die binnen haer wal suchten . t Sijn de troyanen , die binnen haer wal suchten . Achilles , tis het heijr , dat ghij alleen deet vluchten . tis , Aiax , t ' selve volck van wien ghij met u swaert Alleene voor de brant de schip hebben bewaert . ghij griexse crijsluij vroom , die ver van wijff en kind'ren troct om u vaderlant sijn schade te verhindren , siet daar de vrouw op de muer tot ons profijt , die haer de moedt benemen sul doren gecrijt . siet Helena daer selff ; wij hebben ons vernoegen . met meerder schrick sal haer gemoeden in 't vechten wroegen ! siet hier een eijndt de crijchs , die tien iaer hebben geduert , een eijnt van alt verdriet tot noch van u besuert . tonen ghij hier uw moeden en vlieden het schandlijck vreesen . geen lang wederstant cunnen sij doen naer desen . draecht ghij u hier niet vroom , soo doettet ons geen nut , dat Aiax met sijn hant de schip hebben beschut , want die sijn lang verrotten , en onbequaem om vlieden . en andre bouwen , dat derff niemant van ons lieden eer troijen leijt te neer , gelijck een ijder zweren Van dese Princen al , wanneer men herwaerts varen . dus ander wtcompst gaet al stellen wen u sinnen behalf sterven vroom , ven eerlijck overwinnen . 2e Handelinge . 2e wtcoompst"
30,"Troyanen , hebben ghij oyt oorsaeck te sijn verblijt , Soo hebben ghij boven al oorsaeck op dees tijt . siet hier de dach en wr , ghij crijsluij en ghij heeren , die elck plach met so groot verlangen te begeeren . hoe dickwils hebben ghij innen besonder elck geseijt : ' och , die mogen in een slach wreecken sijn schant ' en leijt , en toonen t ' geen dat sij gebreck van vroomheijt achten , zijn wangunst van geluck , en geen gebreck van cracht . ' dat sij laest winnen schruemen daerom niet met al , hoe hoog innen geluck , hoe naerder an de val . ' die wan sal winnen ' . waer zijn sotter reen te vinnen ? maer dit de werrelts loop : ' die lazen verliezen sal winnen ' . alree keren het geluck door dienen tot des stonnen gelegentheijt tot wraeck van onse schade iont . tis tijt Aiax met meerder angste te doen sweeten en om te stillen al Achilles groot vermeten . siet de joffrouw daer , siet daer d ' wtheemse vrow , Daermen tien ander iaer noch crijch om voeren souw . die hart hebben in sijn borst en laet hem nu niet iagen . en winnen wij de slach , t ' zijn t ' eijnde van ons plagen . penthasileum vroom met veel volx innen getal verwachten ick al daech , die sonder twijfel sal Soo gruwelijck ontsich in onse vijant maken , dat hij daer door geheel in moed'loosheijt sal raecken , verslag door sijn schrick van sijn verlies en schant . So , ghij Troijanen , hout in dees slach d ' overhant . elck een toon de cracht van sijn rechter arm en dapperheijt van moeden . siet daer de grieck . alarm !"
31,2e handeling . 3e. wtcoompst
32,"choor 1 . het hoochs , dat de mens op aerden zijn geven door de eersaemen raet van s ' hemel god hooch zijn eer , het waer goet innen tijttlijcke leven , op welck het groot hert alleenlijck neempen sijn ooch . 2 . de god al ding de mens om sweet vercoopen , dus crijcht men t ' hoochste goet niet dan door d ' hoochste daet . en dat zijn crijchs beleijt , een const om braaf hopen t ' houden in heerschappij alleen tot s ' vijants quaet . 3 . dat doen ghij , braaf prins , gaet Mars daer in te boven , die d ' een nae d ' ander reijs u vijant stout verwinnen , dat die selff uw deucht dwingen zijn te loven , al haet hij t ' geen , dat u ondersaet beminnen . 4 . u daegh'lijcx werck het zijn in slavernij als eijgen te leijen prince trots , en treense mette voet , Pilair de vaderlants , die t ' wreet vermeetel drijgen Der vreemd volcken stilt , en cneust haer hoog moeten . 5 . sijt dankckbaer aen u prins , gaet de verwinner teegen , schoon edel vrouw hem met laur crans croont . al zijn de dancbaerheijt hier selff om danck verleegen , de danck die toonlijck zijn aen u verlosser tonen . 6 . de palm vant gans oost en boschen van laurier Sijn weynich innen getal bij sijn verdienen loff . alleenlijck het denken can hem te wil vieren , Gebrecklich wert de tong door overvloet van stoff . 7 . gheen sterfflijck goet zijn goet om hem genoech te lonen , Onsterfflijck eer alleen sijn eere wesen sal . dees sal hem na sijn doot aen elck onsterfflijck tonen en ewich als een godt verbreijden over al . 2e. Handelinge . 4e wtcoompst"
33,"Grootmoedich Prins , dewijl met u geselschap ghij Den herden vijanden iaecht en druct aen dander sij , siet hier u troutste vrient door Hectors hant verslaan ! tonen nu u groot gemoet in tegenspoet te dragen . peijnst op de wraeck alleen , onnutte droefheijt spaert ."
34,"och ! zijn dan bij de goôn de dienst so weynich waert ? ach goôn ! ach wreede goôn ! vervloect loop de star ! ghodlosen hemel , die het goet innen quaet verwarren ! ach wreede ghoden schick ! de wang sijn als loot , die roosen schijnen corts ! melijdelose doot , noijt deet ghij meerder quaet ! ha helsch rasernij ! ha Pluto ! roven ghij dees , wie suldij voortaen mij ? jupijn ! ha wree jupijn ! die niet dan droefheijt dorst ! compt , blixem , doen te niet , daer zijn Achilles borst ! mengen t ' element vant vier en t ' water met malcandren , doen d ' aerde in de lucht en lucht in d'aert verandren , mengen hel en hemel t ' saem , laet geen ding op sijn stee ! en in natuers bederff , verderff u selven mee !"
35,"Achilles , waer toe dienen onnutte reên te spreecken ? betonen de doot sijn eer , en peijnst om u te wreecken , Hector belachen u rou ."
36,"hoe ghij veel wenen en sucht , hoe ghij hem blijde maect , laet dan het droeff gerucht . u droefheijt sij voor hem geen oorsaeck om verblijen ."
37,"draecht binnen t ' lichaem dan , ick sweer tot geen tij te slapen anders dan op d ' aerde cout en hert , tot dat volcomen wraeck van mij nemen wert over dit wreede stuck , en die mij hebben doen clagen , Betael een wreede wraeck , van dees hant verslaan ."
38,"Den wtvaert sal men doen op costen vant gemeen . opt heerlixst dat men mach branden de doode leên . dus geven , ô veltheer , last om t ' hoog vier te bouwen ."
39,datme in Ida gaan terstont om hout te houwen . 2e. Handelinge . 5e. wtcoompst
40,"choor 1 . de hemel met sijn gouden laeckens saal , Herberch de Goôn , vol goddelijcken glans , Heerlijck gecieren met Phoebus claar straal , wie suster haer staetdochter leijt te dans , die op haer plaetse blijven en die dwalen ; hoe hooch , hoe groot sij zijn , bestaet nochtans door vrientschap soet , welck woort hier wert nemen voor eendracht vast en over eene coom . 2 . t ' Aertrijck , duerwracht met berg en revier , met stad rijck van toren , schat en pracht , t ' Welck heuvel schoon en soete daelen cieren , met duister bosch , met bloem en cruyden sachten , t ' Gevogelt willen , de sorgelose dier en de verwaender mensch swack geslacht Bestaet alt'saem door eendracht , ende sonder de vrintschap sout vergaen , en raecken t ' onder . 3 . vier , water , lucht en d'aerde sijn tweedrachtich een ijder tegen ander in sijn aert . nochtans natuer off s ' werrelts schepper machtich hebben haer in ijder schepsel soo vergaert , Datter geen twist maer stadich vrientschap crachtich Wert tusschen haer , elck in sijn ampen bewaert . en als het een het ander willen verwinnen , bederfft het geen daer in sij twist beginnen . 4 . vrientschap zijn de geboorte van de steeden , Haer voetsel en haer leven , twist haer doot . int oorloch swaer en moijlijck om beleeden , zijn eyg twist de vreeselijckste stoten . Eendracht maeckt macht , en can de macht verbreeden . dus worden licht de cleijne rijcken groot . om in de slach door geene twist te doolen zijn Agamemnon t ' pack alleen bevoolen . 5 . dan , zijn eendracht en vrientschap waert om eeren voor een gans rijck , t ' welck door haer wert beschut , Elck mens alleen sij tot geen scha kunnen keeren , maer d ' eene vrinden zijn d ' anders onderstut . van al het geen ons herte can begeeren zijn een getrouwe vriendt het hoochs nut . maer d ' hemel saijt twee vriend trou van waerden om d ' honderen iaer , helaes , maar eens op aerden . 6 . dees princen beij wel sulcken naem verdienen , Gelijck de rou van d ' een wel blijcken dee . nu sijns doot en t'sijn niet veel dan twee vriend : als d ' eene vriendt sterven d ' ander vrint sterven mee . want als de goôn de vrient , die sij ons lienden , Wechnemen , sterfft de vrientschap daer te stee , sonder de welcke wert niemant vrint geheeten , hoewel men best nae doot vrint trou kunnen weeten . 2e. Handelinge . 6e. wtcoomen"
41,"mijn heer , de spieen brengen tijding op te daet , dat Hector te gemoet de Amasonen gaet met weynich volx , om haer Princes eer te betonen . siet hier gelegenhtheijt omen schelmstuck te belonen ."
42,"Fluxs , roepen mijn vrind , dat elck ander ding staeck . nu op , Achilles , hier zijn tijt van wreed wraeck . Voort ras , versuijmen geen tijt , maer laet s ' ons wel besteden . ghij weten , Automedon , de wech , voorwt willen treden ."
43,"want grootlijckx sijn w ' altsaem in dees Princes houwen , die ons te hulpe compt met haer strijtbaar vrouw . hier me Troijanen .... hoe ? de vijant weer willen bien ! ach , dats Achilles selff ! hier zijn geen plaets om vlien ."
44,"So moordenaer , die niet als vroom , maer als de blooden Nae d ' overwinning noch voeren oorloch mette dooden , schent weer haer lichaem , veel sal ment van u niet sien , dan t ' selve sal ( ick sweert ) u lichaem oock geschien . bespotten ghij mijn vrient , ghij sultet oock besueren . trect driemael t ' lichaem rontsom troijens hoog mueren , binden achter t ' paert , en sleeptet door de slijck tot lasterlijcke schant van het vermetel rijck . [ 3e. Handelinge . ] 3e. Handelinge . 1e. wtcoomen"
45,"die door sijn Adel groot , en schepter sich verstout , die op een hoog staet , en machtich rijck vertrout , en daerom niet en vrezen , dat s ' hemel god waerdich Gelijck de mensch sijn , verkeerlijck en lichtvaerdich , maer stellen sijn geest gerust in voorspoet en geluck , die spiegel sich aen mij in dees bedroefd druck . t ' geluck van d ' oud stat , van al mijn volck en land , dat hebben ick altesaem gestellen in Hectors hand . als dees vermoort wart van de griexsce prins verwoet , doen vallen al troijens hoop en troost onder de voet . ach arm Coninck out ! wel waerdich te betrueren , het lichaem van u soon en mogen u niet gebueren . gaet , cooptet , en ontsmeect het de verwinner straff , op dat het mee genieten sijn out voorvader graff ."
46,"ach , cleen Astianax ! compt , gaet de vijant groeten , Den overwinner trots vallen vrijelijck te voeten , bidden hem ootmoedich aen , en acht geen schande niet te doen het geen , dat u t ' wree geluck gebiet . Laet dalen u gemoet , off hout sijn crachten binnen , vergeten u out geslacht , stellen Hector wen u sinnen , Off , so ghij mee gevoelen de wond van u leijt , So doen gelijck als ick , en met u moeder schraijten . 3e. Handelinge . 2e. wtcoomen"
47,"eij , arm coninck out , wel waerdich te beclagen . int hoochste van u noot blijven uw soon verslaan . int hoochste van u noot sijt ghij van hoop beroven . Melijdlijck ick beclaech u out grijsharich hooft . veel oorsaeck hebdij wel om droefheyt te betonen . Staet op , bedroefd vorst , en willen u selff verschonen ."
48,"o Pryamus , dienen quaet , gelijck als u , behaecht , Wert van de god dus rechtvaerdelijck geplaecht . in plaetse vant getruer sout u wel beeter voegen te dencken , dat ghij ons eertijts wel mogen vernoegen , maer op de huessen eijs gaven spijtich antwoort gram , wanneer ick als gesant aen u tot troijen quam ."
49,"ghij griecse Prinsen wijs , sijt gh ' oijt beleven gebleecken , helpen mij Achilles om mijn soons dood ' lichaem smeecken . een yder duncke dat hij mede sterfflijk sij , en sit hij nu wel hooch , het can hem gaen als mij ."
