turn,text
11,"het oorlogh baert geen vreucht , willen van geen oorlogh reppen , uw dwing'landy gevreest , noch Alexanders macht de weerelts geesselroê , wie onwaerdeerb're pracht Onnoem'lijck zijn , zullen mijn gedacht noyt ontsluyten ."
12,"daer plaerst gy Lodewijck , en band Andreas buyten ."
13,"'k verstaan niet wat gy zeggen , of wat uw breyn verdichten . hebben ick , zegh Margareet , en Laura , mijn plicht Oneerlijck oyt betonen ."
14,"Gy hebben , door zorgh drijven tot voorstant van 't gemeen , u in het gevaer begeven ."
15,Vorstin versmae het gy my ? die u in als beminnen .
16,"Gy menen de kroon , niet my . Ioanna zijn niet blint , Zy hebben al lang bemerckt wat gy pooght te beoogen ."
17,zijn gy gelijck een rots vervremmen van mededooog .
18,"Gy slijten uw volck , en tijt , voor Elmo heel onnut ."
19,"wie dwingen Andreas die het woedend oorlogh stut ? Vorstin een prins u smeecken als slaef , wie kunnen gering ?"
20,"wie dwing'landy mijn Rijck belaegen , ha Trotzen Dwinger ."
21,het oploopen gemoet verblint u van de reên .
22,"ik ontzie geen streng gewellen voor zijn Rijx welvaren , neen ."
23,"wie derft mijn oorloghs-moet , en dapperheyden weêrstreven ?"
24,"haer Majesteyt , die u berooven kunnen van 't leven ."
25,"door mijn gezicht zullen gy noch sterven , wegh van hier . 'k zijn u een Basilisk ."
26,"schoon dat de gloet uw vier mijn lichaem al verteren , mijn ziel blijven uw verwinnaer ."
27,mevrouw het schijnen hy spelen met u geveynst de minnaer .
28,Laet veynzen de tyran wie heerschzucht blinckt als
29,"Onluckigh zijn die geen , die noyt onluckigh zijn . Gy zien die ramp niet die Napels staen beschooren ."
30,"Geluckigh zijn hy die het onheyl zien te vooren , noch veel geluckig als men het gevaer ontduyckt ."
31,"Zoo wert een minders trots , door zijn meerder macht gefnuyken , wie door gebeên niet winnen , moeten door het gewellen verwinnen ."
32,het hondert hoofdigh beest zullen een tyran noyt min .
33,weten gy wel wie ick zijn ?
34,een kakus voor dit Rijck .
35,ick min u als my zelfs .
36,"ick râ verrader , wijck ."
37,o wreed !
38,Snoo tyran !
39,geliefde vyandinne !
40,ha Trotzen Dwinger die my pogen door dwangh te winnen .
41,'k zullen Napels Adeldom doen buygen in het kort .
42,"als gy , als Elis Vorst , staetzuchte leggen storten ."
43,"nu gy ha trotze vrou , van geen verdragh willen hooren , zullen ick u moedigh Ros zoo pricken met mijn spoor , dat al de weerelt zullen gewagen van dees daet , nu gy de Onger trots dus voor het voorhooft slaet ."
44,"ick zullen door mijn vluchten mijn doot , uw woên beletten ."
45,"uw macht zijn machteloos , mijn macht kunnen het al verpletten ."
46,"hoe schoon verdwijnen mijn zon , wie glans het oogh verblint ."
47,"Zy stijgen te paert , en ylen veel snelder dan de winnen na Napels ."
48,schoon zy vlied zy houden mijn ziel vangen . gy held ach wat raet !
49,wat raet ? dat gy 't verlangen Van haar byzijn doven in het yzig gebergt .
50,"hoe ? hebben gy geen gevoel , dat gy mijn ziel tergen tot heevigheyden ? zijn gy van de natuur verbasteren ? Laet af dees bitze reên , en op de min niet lasteren ; noch weeder-streven my niet . hebben niet mijn legermacht de Mataloon een schrick anghstvalligh aen brengen als hem mijn oorloghs-naem quam door 't gerucht te oor ? Andreas zijn tot Kroon , en Scepterstaf gebooren . het Staetzuchtigh hart zoeckt veel de kroon , dan de Vorstin . Zy zijn mijn ziels vermaeck ."
51,"die u zullen brengen in een strick , waer door de ziel het lichaem zullen begeven . brengen babel koningin vorst Ninus niet om 't leven . kandaule eer hy het weten zijn van zijn kroon ontbloten ."
52,"die Ninus brengen om hals door Ninus quam te doot ,"
53,"Most Konstantijn de Kroon van Konstantijn niet missen ? toen Soë zonnen haer Vorstnaer d'afgronts duysternissen , Heest niet Ireen de glans van Griecken-lant verdoven . myceen zagh door een vrouw haer opperhoven onthoven . Laet Bellezarius een baeck , en voorbelen wezen ."
54,"een die de vrees niet vrezen , waer hebben die voor te vrezen ?"
55,Wiert niet Hippolytus van het paerdenhoef vertreên .
56,"roemwaerde held die man-moedigh hebben gestreên met my in 't veld van Mars , hoe kunnen uw ziel gedoogen dat een vervrouwde prins door zijn toover-ooog de Koningin vervoeren ? zullen gy dus koel van moeten verdrag Lodewijck , daer wy uyt Eelder bloet dan hy , van elck vermaert doorluchrigh zijn gesprooten ? Hy onderkruypen het hart de trouw rijcxgenooten , en zoecken zoo door haer gunst te stijgen op de troon , te smaet van ons ick zweren de konnincklijcke kroon zullen nimmermeer de kruyn van die vervrouwde cieren ; al zullen zijn schittrent stael mijn ziel te afgront stieren ."
57,"wert Isabella , prins . niet veel van u achten ."
58,"ferrare houden ick eer in waerde . nu ! nu ! trachten mijn ziel de waerdigheên van Napels te verkrijgen . Zoo gy willen weldoen , willen van de princesse zwijgen . door die ik haer niet veel min . want hebben doorgront de staet van Ferdinand , weeck ick om door het verbont mijn leven met zijn kinen door Hymens band te ende . of wel het nauwkeurigh oogh een schoonder belen bekend als het belen van Isabel ? hoe aardigh zijn het besneên ? te groot , noch kleen van lezen , als een godin van leên . bezie hoe verf natuur te deele komen gelijcken . de Napelze Vorstin voor Isabel moeten wijcken ."
59,dit belen niet anders hebben van nood en als de ziel .
60,"princesse Isabel mijn ziel weleer geviel Maer nu niet veel , ô neen ! ick staan als opgetooog ; dat waer ick zijn ick zien Ioanna voor mijn ooog ."
61,wijs zijn hy die voor al in als zich zelven kennen .
62,"ick zijn niet die ick schijn , en schijn niet die ick ben. MYn ziel van vreuchde kunnen haer nauwelijx bestieren . zaegen gy daer Isabel niet voor uw ooog zwieren ! hebben u de min vervoeren ? laet af , wat zullen dit zijn !"
63,"Antonio , mijn ziel gevoelen de wreet pijn die men te weerellen lijden . want nu ick hebben geven mijn ziel haer schoonheyden , schijnen dit lichaem niet te leven ; Ia door haer schoonte Graef in Napels al vervoeren , het aen locken gezicht my oock de ziel ontroeren . hoe ick dit beelt veel zien , hoe ick haer veel moeten min . Zy zijn alleen het schoon de napelze godin , vergeefs zijn Pergamum geraeckt in gloeyen vuur : Gy hebben de dootsteeck wegh , en ick voelen het quetzuur Van Isabellaes pijl die my de borst doorboren . 'k zullen voort na Napels spoen al zullen men my vermoorden . mijn hart brant heevig als etnaes fel brant . een beelt het welck roer'loos zijn , twee leven vermant . 'k zullen nemen het belen tot schildt , wie schoonte my vervoeren . ik Volgh Dafne die apol door min zijn ziel ontroeren . TAncredo horen gy niet ?"
64,heel wel !
65,waer zijn uw heer ?
66,ik Loof in de hemel .
67,"hoe ! wat reên zijn dit ? wanneer gereyst . spreeck op , nu voort . willen my dees reên ontwarren ."
68,"ik Zegh in de hemel ; want daer zoeckt hy by de star na zijn geboortestar . rust niet voor hy ze vinen . 'k vertrouwen hy Starren eten , en kauwen geduurigh winnen ."
69,zullen het gestarnt de prins zijn liefde oopenbaeren ?
70,Hy zoeckt vast na die star waer meê hy trachten te paren .
71,"wie zullen . Tancredo , doch die overschoone zijn ?"
72,"uw Hoogheydt , die de prins verlichten kunnen van pijn . of anderssin een weeuw die wonder wel by het gelen zijn , het gelt gelen overal ."
73,"wel hoe of het hier gestellen zijn , weten g'onbeschaemde wel met wie dat gy hier spreecken ?"
74,"met een die over dagh in lang rocken steecken . mevrouw , de prins ."
75,vertreck .
76,"willen u nu vriendlijck toonen , en aen Tancredo het geen hy hebben gezeyden verschonen ."
77,MYn Isabel !
78,"mijn prins , waer hebben mijn lief zijn Zoo lang tijt van my ? wijl mijn bedroefd geest Van zorgen opgevullen om u geven zucht op zuchten . uw afzijn Isabel voor ongeval doen duchten . hoe staet het met de Staet , en droef koningin ."
79,"de koningin vol moets hebben met haer hofgezin het harnas aengegespt , en trocken onder d'ooog Van Prins Andreas , die zich jammerlijck bedrooog zullen vinden eer hy het weten . het schitterent geweer , de blincken helmet , en drillende oorloghsspeer hem maecken heel verzet , hy eyst de kroon in hand , de koningin te echt , of anders door 't verbranden te delgen al het geen dat zich tot prael vertonen . Princes , de koningin door trots reên gehoont stellen man , by man , en kling , by kling , voor 't Rijck te wagen ."
80,hoe ! scheppen de hemelvoogt in dwing'landy behagen ? Daer het gewelt regeren daer moeten de vryheydt voort .
81,"vaer dat de heerschzucht hollen daer kleppen men brant en moort . mijn laf gemoet my boeyt , daer hoop my maent tot spreek ."
82,wat voor geluck hebben u de starrekonst gestreeken .
83,"geluck , zoo het ongeluck mijn voorspoet niet benijt ."
84,"de Waerheydts vader zijn de oud grijs tijt . zijn gy prins Lodewijck tot Kroon , en Staf gebooren , Zoo wensch ick u geluck . my komen hier mee te vooren het geen my zijn lang voorzeyden , als dat ick door de trouw zullen worden koningin . indien de hemel wouw mijn willen naer wensch voldoen , ick zullen op uw hayren Den Lauwer vest van het hartoghdom Ferrare ' , ha prins ! die ick veel veel als mijn ziel bemin . weest gy mijn Koning lief , ick blijven uw koningin ."
85,Gy zijn een koningin in schoonheyden .
86,"blinde liefde die my , door min verblint , zoo met uw pijl doorgrieven dat ick , ô wreed ! u moeten volgen zien blint ."
87,"het zijn de Prins Mathijs , zijn welkom waerde vrint , Ay laet mijn vrientschap u gelijck het behoren begroeten ."
88,ach ! zijn gy het Lodewijck ?
89,die zijn ick .
90,' dit ontmoeten benijten mijn ziel haer vreucht .
91,hebben gy mijn brief ontfaên ?
92,"en wel te deegh doorzien , doch om u herwaerts aen zijn ick , man-moedig , komen om t'ontvouwen wat by my wonen , men magh niet op 't papier vertrouwen . princesse Isabel my doen te haerwaerts vliên . haer beeltenis my dwongh te trecken om te zien wennen . de schoonheydt die mijn ziel voor ramp , de vreucht kunnen geven ."
93,Andreas uw neef haer schoont dorst wederstreven . zijn de Princes niet schoon !
94,de schoonheydt zy verwint !
95,weten dat prins Lodewijck alleen dees schoonheyden
96,ach ! hemel ! ach !
97,Zy laet haer liefde nu niet blijken .
98,"de dood my eerder dood ' , dan mijn ziel zullen wijcken Van Isabella af . prins Lodewijck , mijn hopen heel hoppeloos verdwijnen , en ick , naer tijts verloop , Zoo uw vrintschap my niet stut , na 't graf zullen varen ."
99,doen haer uw groetenis .
100,"de hemel moeten uw sparen Princesse lang gezonden , ick my geluckigh kennen nu gy my gunnen de eer dat ick uw dienaer ben."
101,"Tarantoos Prins hebben my o Ong'rens Prins voor deze de vrintschap , en uw trouw , op het alderhooghs prijzen . waerom uw dienares u doen dees groetenis ."
102,"princesse uw glans doen al de duysternis die mijn gezicht bedwelmen op het spoedighste vertrecken . Princes het zullen mijn ziel , en hart een vreucht verstrecken , dat ick uw dienaer magh , Doorluchte , zijn genaemt ; beloven gy zulx aen my ?"
103,"zacht prins , spreeckt als het betaemen ."
104,"wat sterflijck mensch moeten niet zijn oordeel met my geven , die door de liefde wert tot minnelust drijven , als dat zy haer geboort nemen boven uyt het gestarnen , doch op verscheyden wijs . haer gloet die altoos barnt , moeten van een minnen hart zijn danckbaer aengenomen . ' 'k moeten nu door veynzery mijn minlust zoo intoomen , als of ick eeuwigh haet , die ick voor eeuwigh min . Mathias zoo ick u by Isabella in Haer gunst te brengen weten , waer meê zullen gy my loonen ?"
105,"ick zullen waer in ick kost my altijt dienstbaer toonen . het Geluck wert eer gegunt een vrint , als vremdeling ."
106,"het zullen my een vreucht zijn , wijl myn min heel zonderling vallen keurigh in haer keuren , nu haer , dan weer een ander : Zoo my mijn wensch geluckt . ô Ong'rens Prins , zoo kander geen blyder zijn dan ick ."
107,ik min oock .
108,wie doch ?
109,"een beelt wie schoonheydt mijn ziel , het hart , en zin strelen ."
110,de koningin ontbied zijn Hoogheydt voort te hove .
111,"gaan voor , ick volgh : willen de Princes voor het schendigh rove , of ongeval mijn heer zorghvuldigh gade slaen . princesse , met verlof ."
112,"Laet zulcks vry op my slaen . nu ick uw zy verzel , laet zorgh , en onrust varen ."
113,"het zijn wel te troosten , quaet getroosten te zijn ."
114,willen sparen de traan die gy stort . hebben haer Doorluchtigheydt Oock kennis aen dit beelt ?
115,"Zoo de bescheydendheydt hebben plaetze by uw ziel , gy zoud door mededooog My stellen het belen te hant , en met my zyn bewoogen . die my door het belen te toon voor ieder stellen in 't Rijck , weten gy wie dat die zijn ?"
116,Andreas .
117,lodewijck .
118,Hy haar hoogheyden mint veel meerder dan zijn zelve .
119,wie valsch minzucht my zullen in het graf bedelven .
120,niet eerder voor de dood u uyt zijn arm rucken .
121,"zulck blijcken wijl hy vertreckt , en laet my staen bedruckt . al wie op minnaers steunen bouwen op de los vinden ."
122,princesse zijnder oock veel weereld te vinden .
123,ick kennen maer een waer in ons breyn vol onrust dwaelen .
124,Zoo zijn uw macht te zwack dat gy het naer ey betaelen .
125,"Der vrouw macht zijn zwack , wie niet hebben kunnen niet geven ."
126,"geven ick aen u dit beelt zoo waer ick zonder leven , door die uw beelt mijn ziel te deelen kunnen voldoen ."
127,"Zoo acht gy dan de mensch een weerelt , na het vermoên die ik uyt uw reên verstaan !"
128,"ô ja ! wijl zy vertoonen een weerelt , Isabel , die in de weerelt woonen , al wat de weerelt zijn dat zien men in de mensch , die ongestadigh leven , nu droef , dan na zijn wensch , dies zijn de prys van het belen veel meerder dan gy menen ."
129,indien het my gelijken zoo zijn het u een lenen ; want die het best gelijckt zijn het reên dat die het behoren .
130,"Zoo ick het u stellen te hant , zoo wert mijn ziel vermoren , door het aenzien van nw belen genieten mijn ziel noch vreuchde ."
131,"hoe ! houden gy my gevaên ? dit zijn geen Prince deuchen . men boeyt geen vrye ziel , mijn beeltenis gehoont leren kennen wat in 't hart van een geveynsde wonen ."
132,wenst gy my geen geluck .
133,waer mede ?
134,met de Degen die ick tot zijn rijx bestier hebben datelijck verkrijgen . de koningin verwachten u Isabella weer .
135,"ick gaan trouwloozen , wachten tot dat ick weederkeer . mijn heer , ick nemen verlof , houden mijn vertreck te goed ."
136,"wel Graef Antonio , wat doen u herwaerts spoeden ? het geen Mathias zoeckt , vervoeren Antonio . de min my herwaerts drijven , en jaegen my hier , doch zoo Gy Isabella menen door Hymens band te echt , Zoo moeten dit glinstrend stael ons min twist eerst slechten Zy is my toe beloven , 'k hebben reên ick voor haer stry ."
137,"Gy Heeren wat zullen het zijn , dit twist stellen te zy , Laet af dees heevigheyd , ik veranderen van gevoelen , Dies zullen het onnoodigh zijn t'zaem op een wit te doelen . mijn ziel vrouw Isabel veel dan Ioanna minnen ."
138,"de minnenijt maecken u minnijdig verblint . dees kling zullen uw ziel te duyst'ren afgront zenden . als gy te hel daelt , en smoren in uw elenden . wanneer gy leggen door het stael ontzeenuwen , en vermant ."
139,"Zoo steecken een vonck het stroo , het stroo een huys aen brant ."
140,het twee bedryf .
141,"Kon. ME-Vrouw waer toe dees goude Kroon ? Onnoos le mogen gy dat noch vraag , weten gy niet wie die horen te dragen voor zijn getrouw dienst tot loon ? Tarantoos Prins vol minlijckheden hebben ick op deze plaets verdgen , Diaen , Godinne van de nacht , Geley , geley de prins in vrede Tot my , die 't hart in liefde brant veel selder als de brant van Troyen . toen men zagh Ilium verstroyen , en Hector door Achil vermant . o Margareet gy kennen mijn zin , wijl gy de sleutel draegen van 't hart , Ontsluyt dees borst , genees mijn smart , Ay laet prins Lodewijck hier binnen . Mar . Draegh ick de sleutel van uw min ! Zoo horen ick dan voor al te weten , wat in uw boezem zijn gezeeten . vorstinne , oopen my uw zin . 'k zullen Anne zijn , die door medooog zijn Dido in de trouw getrouw ; wat wercken de min al in een vrouw ; Zy zien uyt veel als Argus ooog . Ko . ick hebben door list uw trouw beproeven , en zullen uw trouw op het hooghs beloonen ; naer dat ick met dees kroon zullen kroonen het hooft , om wien mijn ziel bedroeven versmelt in droef zilt traan . weten Lodewijck wie hem ontbieden , zijn ziel ontzien zullen stael , noch loot ; noch blixem , vlam , noch oorloghs-vaan . de schaemte houden mijn tong geboeyt , toen ick door min geprickt geven het teeken , waer dat de Prince my zullen spreecken . de min in rampspoet 't meest groeyt . Mar . mevrouw , zijn Hoogheydt zullen haest komen . Ko . zijn komst mijn ziel ontroeren , waer toe hebben my de min vervoeren ? wie kunnen een minnen hart betoomen ? nu Zefyrus zijn koelte stieren al ruyschen door de els blad . o prins ! dees beeck roemen van uw daad , wie nat langhs vellen , en bloem zwieren . Zoo hy niet komen mijn quaat wennen quader . het darde bedryf ."
142,"verlate Koningin , waer vlucht gy heen . houden stant . schromen gy Rijx vluchten die u niet schroomt . verbant het schrickdier het welck u naecken , voor eeuwigh uyt uw ooog ."
143,"verwonnen koningin , waer vlucht gy voor het vermooog van mijn moogentheyden ."
144,"bloetdorstig tyran , Wert nu het bloetdorstigh hart van uw verzaet . hoe kunnen de hemel uw gewelt , ô wreed tyger ! dooog ? die voor medoogendheyden sluyt zijn vervloeckte ooog , Derf Kroon , en Rijxstaf met de voer in 't stof vertreên , scheppen vreucht in traan , lusten in moorden , en geween , Vermaeck in dwinglandy , haet af mijn Rijck te plagen ."
145,"o neen ! mijn oorloghshart tarren Scipio die carthage Vermande door het stael . prins Lodewijck , Vorstin , zijn oorzaeck dat dit Rijck slopen leyen . laet uw min af keerigh zijn van hem , zoo zullen gy my verheeren , op Napels troon de kroon gelijck voorheen regeeren . Dies toon my wedermin , zoo zullen mijn wraeck blussen zijn eeuwighlijck . ay stellen uw droef ziel gerust nu gy als Iris my komen in de ooog blicken ."
146,"ha woord vol van gal , waer voor mijn ziel moeten schricken ."
147,"Vorstin daer zijn mijn stael , doorstoot Andreas borven ."
148,"die zich te eerloos hebben met burgerbloet bemorsen , best ick my zelve doô , zoo hebben de kroon geen klagen dat ick van vyandin de naem zullen eeuwigh dragen . dit huwelijxverbont zullen scheyden twee van een : Voldoe ick u , zoo zijn Taranto niet te vreên ; uw woede kling , de prins zullen eer hy het weten aenranden , en zijn doorluchte ziel doen aen de oever strand van het vetvaerlijck Rijck . hoed hemel voor gevaer prins Lodewijck , en my . de dood vallen niet zoo zwaer als dwing'landy ik moeten hier mijn veynzen zoo beleggen dat waerheyden veyns schijnen , en het veyns waer zullen zeggen . mijn prins uw heusheydt houden my aen uw trouw verplichten ."
149,ha goude flonckerstar .
150,"die u verdoven het gezight , Gy zullen te laet uw val , gedencken mijn woort , bepeyns ."
151,"Hy zijn de kroon niet waerd , die niet en weten te veynzen ."
152,Laet de baldadigen doen afstant van verdriet .
153,"vorstinne het zullen geschiên . Antonio gebied dat men de stilstant blaest , wijlen dat wy zijn verdrag . ick hoop de Vorst door dienst in alles te behagen ."
154,Vorstin de marm're troon lachen uw komst te moeten .
155,' en u de naar hel die tijgeraerdigh woed .
156,"vervloeckte Rijx-tyran , zijn gy in naar bos By tygeren gequeekt , en leeuw opgewos , dat gy aen Napels volck dus tonen uw wolven-aert ? uw dwing'landy maeckt u de weerelt door vermaert . Laet room van Sylla nu en Marius vry zwijgen van al haer oorloghsdaên , en droevigh burgerkrijgen . nu hier veel woed wert het burgerbloet storten dan in het Romeyns gewest . de koningin verkorten van al het groot gezagh , als onderdaen moeten buygen , en 't Rijck gelijck een vat te neêr storten aen duyg . de vrees my 't hart beklemmen , en het bloet in d'ad'ren stollen . het zijn tijt voor my vluchten , nu het al my tegen rollen ."
157,hoe vlucht gy !
158,"zijn het niet tijt , nu alles gaet verlooren ?"
159,"prins Lodewijck houden moeten , Ioanna hebben gezwooren Andreas haar trouw . willen u van zorgh ontslaên ; Zoo gy u geven te vlucht , zoud gy u zelfs verraên . mijn min zijn maer geveynst , het droef geween , en klagen Der burgery , mijn prins , zijn oorzaeck van 't verdragen . Hy zweren de kroon , en volck , te doen in 't weinig leet . men kennen een prins , mijn prins , door 't houden van zijn eten . het staetzuchtig hart zullen hem doen van zijn staet vervallen . hoe kunnen mijn ziel die geen beminnen , die dees wal slopen hebben , en mijn kroon te aerde neêrgevelt . Ioanna haet die geen die het al dwingen door het gewellen , Dies stellen uw ziel gerust ."
160,"hoe wonder kunnen het verkeeren ! Vorstin dees eer my hoont , en komen mijn eer onteeren ."
161,"vaer wel , mijn tijt zijn voort ."
162,"houden stant , melt eerst mijn dood Aen Napels dwingelant ."
163,hoe ! dat gy u doorstoot ?
164,"nu dat prins Lodewijck in ballingschap moeten zwerren , zien hy geen grooter vreucht als door dees kling te sterven . zijn dit de trouw , de hoop , en liefde , goude kroon , Waer zijn gy die door min my voeren willen te troon . zullen u een dwingelant , voor my , in 't Rijck regeeren ? ick sterven van ongedult , tot wien zullen ick my keeren die ick de trouw vertrouwen : prins Lodewijck bevinden dat woord van een vrouw gefproocken , als de winnen vervliegen . ach mijn star daelen eerze zijn gereezen . Ick zegh gy hebben gelijck , maer het kunnen niet anders wezen ."
165,"WAer in hebben ick gelijck , staetzuchte Koningin , Ondanckb're Izabel , ha spot gy met de min , die Lodewijck u draeght , moeten gy mijn ziel noch drucken , Daer my de druck verdruckt in droef ongelucken . ick hebben te los van hooft , Princes , uw gunst versmaet , roem waerde Isabel ! de luckvrouw haar staet My aenwrjst , dat uw deucht , en uw oprechtigh hart mijn trouweloosheydt my doen voelen , ach ! uw smart My smart veel dan u . waer zijn gy Isabel ? Doorluchtige Princes . ik leven nu vol ziels gequel , nu ick ondanckbaer hebben uw trouw min geweygeren , 'k zijn als een faeton , of Icarus gesteygeren tot Febus . al mijn roem te afgront leyen storten , 'k zijn slapen gekroont , ontwaecken verkorten Van eere , lof en staet : mijn luckstar zijn verdweenen ."
166,"MYn Heer wat zullen dit zijn ? wel hey , waer wilje heenen ?"
167,"Tancredo vraegh my niet , uw reên mijn ziel ontroeren ."
168,"alweer een dondervlaegh ! wat hebben u dus vervoeren dat gy staer als een beelt van marmer . prins uw leven zullen u al eer het weten op het onverzienst begeven , en zien dan benje doot ."
169,daer zijn ick toe bereyt . Ioanna hebben mijn ziel .
170,hoe ! leef dan noch .
171,schreyt gy schelm niet daer gy my in traan zier verdrincken ? die snelder dan de stroom van Ganges . neederzincken als Indus paereel langs dees benauwd borst .
172,"zijn hoogheyden zy bedanckt , voor my ik hebben noch geen dorst , ich hebben naer mijn onthout eerst datelijck gedroncken ."
173,"Verbergh u , wegh van hier ."
174,waer voor ?
175,"de fel voncken die op ons spatten neêr van het kerckelijck portael ,"
176,Wy staen in Rome niet .
177,"de heete gloet haer strael , Verbrant my heel tot asch ."
178,wie zijn die u verstoren ?
179,de trotze koningin die my door min vermoorden .
180,"waer draegen gy het quetzuur , door het slincker oor in 't hart ; Zoo zijn het doodelijck ."
181,"d'onlijdelijcke smart die mijn ziel gevoelen , slaet my dees wreede wond ."
182,"hoe hebben de koningin uw ziel weer t'huys zenden , Zoo schijntze een Profcet die doode leevend maeckt !"
183,"het woort van koningin my aen het hart raeckt , mijn heyl , en doot , bestaet alleen in haer vermogen ."
184,"ick zijn meê door dat goet wel eer zijn bed rogen . het vrouwvolck hebben die aert , die 't veel haer min betonen , Zy loopen laten , en de min met onmin lonen . het zijn my zelfs gebeuren , Tancredo hebben een voorbeelt Heer , aen zijn vader zoon , die bidden ick u , ay oordelen of ick de reên niet hebben dat ick haer trotsheyden haet ."
185,"Gewisselijck , gy zijn deelachtig aen mijn Staet ."
186,"Zoo toonje als een prins , gelijck gy doen voor deze ."
